,Bulk modulus,elastic compliance,dielectric tensor,s/e,kv/e,inv(kv)/e,labels,task_id,space_groups,point_groups,crystal_structure
396,2.755555555555560,52.98333333333330,11.103572356803900,0.5391793860047080,0.028041624772814800,0.032683465658156,Cs2CaF4,mp-15157,I4/mmm,4/mmm,tetragonal
19,0.9111111111111110,10.700000000000000,33.752999999678300,0.0358202099971594,0.0030501113393219800,0.0325174347649162,Ta2O5,mp-10390,C2/c,2/m,monoclinic
235,1.9777777777777800,35.18333333333330,15.620516999977400,0.2545061658828510,0.014306678517968500,0.0323688375697694,Ba(CuO)2,mp-7374,I4_1/amd,4/mmm,tetragonal
573,3.0888888888888900,24.550000000000000,10.0314950001778,0.27653019807973400,0.034793118382514600,0.032272458610457,Li4NCl,mp-29149,R-3m,-3m,trigonal
373,1.411111111111110,14.216666666666700,22.06282966666670,0.07281038005789830,0.007226977934625310,0.0321201508614059,NaSmO2,mp-754027,I4_1/amd,4/mmm,tetragonal
823,5.6333333333333400,48.200000000000000,5.565610333335270,0.9785679121290600,0.11436927880346600,0.031894937350569,Rb2SiF6,mp-10492,Fm-3m,m-3m,cubic
80,1.4333333333333300,18.7,21.95428133333330,0.09624520694623300,0.007377083598374360,0.031778513175258,Sr5(SiN3)2,mp-1029868,C2/c,2/m,monoclinic
854,2.8000000000000000,33.300000000000000,11.241124000000000,0.334727369292144,0.028145244264804900,0.0317710984366739,Ca3AsCl3,mp-28069,Pm-3m,m-3m,cubic
718,2.229615182898780,24.722183904777900,14.125000000346300,0.19776758285423100,0.017836029661269800,0.031752770934763,Mg3As2,mp-1990,Ia-3,m-3,cubic
703,2.7666666666666700,23.200000000000000,11.409999982251100,0.22975187823238500,0.02739857168575860,0.0316779827953356,Li3P,mp-736,P6_3/mmc,6/mmm,hexagonal
809,2.5333333333333300,25.350000000000000,12.470333333138000,0.22969769156445000,0.022954667401575600,0.0316540730355869,CaSe,mp-1415,Fm-3m,m-3m,cubic
66,5.211111111111110,93.6666666666667,6.088499999979720,1.738327033450180,0.09671119557391870,0.031518051175965,K2PdF4,mp-28163,C2/m,2/m,monoclinic
514,3.6981181190424,45.47580385061120,8.584071666660580,0.5986097401342630,0.04867928302043700,0.0315011121336111,K2ReF6,mp-7824,P-3m1,-3m,trigonal
318,4.433333333333330,48.9,7.198528000152310,0.7675768891496500,0.06958945211786190,0.031334727012198,Na2HgO2,mp-4961,I4/mmm,4/mmm,tetragonal
365,1.0777777777777800,16.666666666666700,29.614926666666700,0.06359087741704460,0.004112210072968880,0.0313299797088717,BaHfN2,mp-10322,P4/nmm,4/mmm,tetragonal
30,5.800000000000000,92.11666666666670,5.511,1.8887067501702600,0.1189198388021080,0.0312853915992466,NaH4ClO2,mp-504600,P2_1/c,2/m,monoclinic
7,2.677777777777780,33.16666666666670,11.97137233333330,0.31305065506990900,0.02527477650648180,0.0311947513621864,Fe2P2O7,mp-18849,P-1,-1,triclinic
810,4.266666666666670,47.80000000000000,7.521000000717840,0.7181398674361540,0.06410174548941960,0.031162744312941,Na2Se,mp-1266,Fm-3m,m-3m,cubic
852,4.933333333333330,52.450000000000000,6.530282000000010,0.9075494247134160,0.08536213209887870,0.031040421026642,NaCl,mp-22862,Fm-3m,m-3m,cubic
632,2.033333333333330,21.53333333333330,15.96791466632400,0.1523771300298620,0.01438855252603960,0.0307994681187599,Sr2NCl,mp-23033,R-3m,-3m,trigonal
842,2.7333333333333300,28.95,11.886666666681700,0.27519796191871800,0.025982996980235900,0.030778490622781,SrSe,mp-2758,Fm-3m,m-3m,cubic
152,5.9000000000000000,89.45000000000000,5.5215270000007100,1.830534312839010,0.1207395466266090,0.0306964949050701,RbAuO2,mp-7472,Cmcm,mmm,orthorhombic
844,1.1666666666666700,21.850000000000000,27.923224000000700,0.0884183915751366,0.004721043028420720,0.0306964144664253,CsNbN2,mp-8978,Fd-3m,m-3m,cubic
370,1.8111111111111100,15.183333333333300,18.063077986086100,0.09497998549549260,0.011329482353286000,0.0305677271442398,Ca2NF,mp-33588,I4_1/amd,4/mmm,tetragonal
241,3.355555555555560,32.1,9.827674666666670,0.3690719083701650,0.03858072562401870,0.030323881807353,SrClF,mp-22957,P4/nmm,4/mmm,tetragonal
862,2.8000000000000000,36.450000000000000,11.789594000000000,0.3493457084100270,0.026835884322306600,0.0302930581954609,Ba2H6Ru,mp-697038,Fm-3m,m-3m,cubic
137,3.3333333333333300,49.03333333333330,9.94005766658038,0.5573900904833100,0.03789191641626850,0.0301809114255579,K2PtS2,mp-7928,Immm,mmm,orthorhombic
407,2.0555555555555600,22.183333333333300,16.120539000000000,0.15549054142047100,0.014408089237559300,0.030178053381868,LiBeAs,mp-9562,P4/nmm,4/mmm,tetragonal
487,1.6666666666666700,16.166666666666700,20.225272333328400,0.09031977251665030,0.009311316754293850,0.0296658551791801,Ca(ZnP)2,mp-9569,P-3m1,-3m,trigonal
279,4.611111111111110,63.61666666666670,7.321795666586370,0.9817706262880280,0.07116143741324460,0.029619437601791,Rb2NiO2,mp-19167,I4/mmm,4/mmm,tetragonal
575,1.588888888888890,16.266666666666700,21.266799570964000,0.08642774034374640,0.008442053872374130,0.029594045275619,LiCoS2,mp-753946,C2/m,2/m,monoclinic
590,4.311111111111110,87.76666666666670,7.892372666689020,1.2565470353821900,0.061721768543903000,0.029390244566836,K2PtF6,mp-3821,P-3m1,-3m,trigonal
855,4.733333333333330,58.0,7.289000000000170,0.8991181666050250,0.07337631014822620,0.028984443083249,RbF,mp-11718,Fm-3m,m-3m,cubic
272,4.7666666666666700,63.833333333333300,7.323077333333330,0.9849419442198090,0.07354918956837220,0.0286478211605499,Na2H4Pt,mp-697096,I4/mmm,4/mmm,tetragonal
524,1.7777777777777800,17.283333333333300,19.66966666663570,0.0992858218603286,0.010212620699230200,0.0285973326103248,Sr(ZnP)2,mp-8276,P-3m1,-3m,trigonal
745,2.5248777645543500,40.5926449591797,13.864000000000000,0.33083810901688800,0.02057825465583630,0.028567424783359,Rb2NaSbF6,mp-989541,Fm-3m,m-3m,cubic
244,3.966666666666670,42.21666666666670,8.849831,0.5390210074172350,0.05064626915329730,0.0284865146392213,KLiSe,mp-8756,P4/nmm,4/mmm,tetragonal
436,5.577777777777780,35.883333333333400,6.302101666667540,0.6433748851458770,0.10000749104915000,0.028448107950105,ZnSnF6,mp-13903,R-3,-3,trigonal
249,5.677777777777780,67.3,6.2083333333788900,1.224889091106930,0.1033380098325310,0.0283691669181911,KN3,mp-827,I4/mcm,4/mmm,tetragonal
532,3.0555555555555600,26.800000000000000,11.543423333297600,0.26233540087154800,0.029909716102684800,0.0283514446125086,Li5NCl2,mp-29151,R-3m,-3m,trigonal
146,0.6888888888888890,10.03333333333330,51.58909900000000,0.021975766259604700,0.0015088565981124000,0.0281379774286387,MgTiN2,mp-1029702,Pnma,mmm,orthorhombic
629,5.566666666666670,31.23333333333340,6.406333332352950,0.5508908175809970,0.09818438264250420,0.028041113261413,VF3,mp-559931,R-3c,-3m,trigonal
149,3.7000000000000000,51.850000000000000,9.639232333355000,0.6078032834496180,0.04337265474953880,0.0280385678987157,Rb2PtS2,mp-7929,Immm,mmm,orthorhombic
558,2.1888888888888900,18.800000000000000,16.317875333331900,0.13018200849785400,0.015157125102882500,0.0279970757556271,Ba(MgP)2,mp-8278,P-3m1,-3m,trigonal
522,0.9555555555555560,16.68333333333330,37.42977033312680,0.05036425267289800,0.0028846658207587200,0.027959338745415,LiRhO2,mp-14115,R-3m,-3m,trigonal
633,2.333333333333330,20.033333333333300,15.385647991625800,0.1471276013349940,0.017136326278618200,0.027855273226366,Sr(MgAs)2,mp-867194,P-3m1,-3m,trigonal
118,3.811111111111110,100.45,9.427391333333330,1.2039685300580900,0.04567902282063210,0.027832797141472,KAuO2,mp-27418,Pmmm,mmm,orthorhombic
784,2.9000000000000000,33.25,12.398999999890300,0.30301331937461900,0.02642822935898930,0.0278109191233122,SrTe,mp-1958,Fm-3m,m-3m,cubic
657,2.855555555555560,27.750000000000000,12.611181666667000,0.24863595682129900,0.02558536172295250,0.027768575680326,NaBeAs,mp-9573,P6_3/mmc,6/mmm,hexagonal
794,4.800000000000000,44.600000000000000,7.505326,0.6714629081533390,0.07226506634834150,0.0277580658499489,Na2H6Pt,mp-690785,Fm-3m,m-3m,cubic
335,1.7555555555555600,8.233333333333330,20.649092000000000,0.045053804334792700,0.009606614149658910,0.0275857288622936,LiCrO2,mp-762454,I4_1/amd,4/mmm,tetragonal
516,2.233333333333330,19.683333333333300,16.282982666665800,0.13659078971733700,0.015498023558106000,0.027498720793120,Ca(MgAs)2,mp-9564,P-3m1,-3m,trigonal
858,5.733333333333330,76.35000000000000,6.361666666783450,1.3561098208922300,0.10183404898208400,0.027417124125957,K2S,mp-1022,Fm-3m,m-3m,cubic
481,5.222222222222220,75.46666666666670,6.992890333329710,1.2194252392807900,0.08438307751206910,0.027383435543018,Rb2PtF6,mp-8192,P-3m1,-3m,trigonal
176,2.988888888888890,29.5,12.241000000000000,0.27230890722435500,0.02758986668299500,0.027332120799471,SrH2,mp-23714,Pnma,mmm,orthorhombic
567,0.9000000000000000,6.5,40.70590333334730,0.018043163686149400,0.0024982842026976100,0.0272960681405849,Li2ZrN2,mp-3216,P-3m1,-3m,trigonal
156,4.355555555555560,45.18333333333330,8.482409000008580,0.6018881421058360,0.058020447978725700,0.027066819901571,Li5Br2N,mp-29025,Immm,mmm,orthorhombic
751,3.6666666666666700,20.55,10.106645000000000,0.22975318696808700,0.04099408039982100,0.0269849463127747,CsCdF3,mp-8399,Pm-3m,m-3m,cubic
758,2.4333333333333300,30.95,15.276793333333300,0.2289207600663320,0.017998078066604400,0.0269008616626956,RbCaF3,mp-3654,Pm-3m,m-3m,cubic
391,3.6555555555555600,30.883333333333300,10.189343666666700,0.3424795844283300,0.04053814832772830,0.0268472867293649,NaLiS,mp-8452,P4/nmm,4/mmm,tetragonal
431,4.368368136844560,64.53531655429640,8.553374666565140,0.8525437559554080,0.05770832433506440,0.026763522530147,NaMnCl3,mp-27176,R-3,-3,trigonal
68,3.744444444444450,79.7833333333333,10.002333334539100,0.9012962887610460,0.04230023665656610,0.026700001450448,LiN3,mp-2659,C2/m,2/m,monoclinic
877,4.066666666666670,77.55,9.241000000258410,0.9482428161629420,0.04972517669111500,0.026609851675943,K2O,mp-971,Fm-3m,m-3m,cubic
388,5.0777777777777800,64.93333333333330,7.407638333365980,0.9904775964328370,0.07745521245205450,0.0265856044540578,Rb2HgO2,mp-5072,I4/mmm,4/mmm,tetragonal
640,3.688888888888890,43.13333333333340,10.215999999864500,0.4770774251744850,0.040801057485298500,0.026535271863057,LaCl3,mp-22896,P6_3/m,6/m,hexagonal
283,2.0,24.60000000000000,18.90433333333330,0.14703829899401300,0.011954333251545800,0.0264489623190451,GdClO,mp-23050,P4/nmm,4/mmm,tetragonal
445,6.166666666666670,116.76666666666700,6.138666666673230,2.149322377493080,0.11350974588530400,0.026416512081123,KPF6,mp-4608,R-3,-3,trigonal
251,4.37777777777778,67.78333333333330,8.680719333333330,0.8823155565657620,0.056984235601493400,0.0263142243364493,Cs2MnF5,mp-555223,P4/mmm,4/mmm,tetragonal
239,1.1222222222222200,18.11666666666670,33.955974000000000,0.06028632779858910,0.0037343876771895100,0.0262424841328625,BaZrN2,mp-3104,P4/nmm,4/mmm,tetragonal
642,17.788888888888900,243.91666666666700,2.145666666692480,12.845054500266300,0.9367922676199230,0.026199253864342,PF5,mp-8511,P6_3/mmc,6/mmm,hexagonal
116,1.8333333333333300,18.683333333333300,20.919174000000000,0.10091751763770000,0.009902700214225670,0.0260743825475397,Sr7GeN6,mp-568436,Pbcn,mmm,orthorhombic
40,4.3777777777777800,99.78333333333340,8.76363342807309,1.286561448691240,0.05644509891257160,0.0260652613797553,Rb2CN2,mp-1029784,P-1,-1,triclinic
404,4.2222222222222200,58.85,9.117338047671610,0.7293485751383880,0.052327472586158300,0.025977111304285,KHF2,mp-23846,I4/mcm,4/mmm,tetragonal
48,1.4000000000000000,26.200000000000000,27.57849066666670,0.10734641040306600,0.005736067731461550,0.0259001017466503,Li2GeN2,mp-1029776,P2_1/c,2/m,monoclinic
676,3.2000000000000000,26.350000000000000,12.08733333343760,0.2463240689910490,0.02991411843534570,0.0258535105617978,Li3As,mp-757,P6_3/mmc,6/mmm,hexagonal
782,6.966666666666670,77.25,5.562441666671050,1.569241366003570,0.1415195018316050,0.025805334861581,K2NiF6,mp-605034,Fm-3m,m-3m,cubic
739,4.800000000000000,223.6,8.141775000009190,3.103197610242890,0.06661604887820160,0.025588195858163,Cs2SeCl6,mp-27830,Fm-3m,m-3m,cubic
444,6.477777777777780,37.60000000000000,6.10566666666529,0.6958433538170700,0.11988081420666400,0.0252837137018401,MgPbF6,mp-19734,R-3,-3,trigonal
324,4.8,49.450000000000000,8.272614000020250,0.6754298727651560,0.06556245478812430,0.0251834950032509,Na4I2O,mp-22937,I4/mmm,4/mmm,tetragonal
764,3.0666666666666700,33.15,12.957999999891900,0.2890695101015310,0.02674147303101140,0.0251649140704167,CaTe,mp-1519,Fm-3m,m-3m,cubic
848,7.666666666666670,84.40000000000000,5.209244666667100,1.8307305135551300,0.16629858535453400,0.025039097019827,Rb2NiF6,mp-556417,Fm-3m,m-3m,cubic
379,6.511111111111110,80.81666666666670,6.163333333600840,1.4816376541265400,0.11937027088996400,0.024918921212673,RbN3,mp-743,I4/mcm,4/mmm,tetragonal
763,18.733333333333300,717.5,2.1470000000000300,37.76126983124480,0.9859156164998650,0.024862963632114,SF6,mp-8560,Im-3m,m-3m,cubic
538,3.044444444444450,33.15,13.250306333389300,0.28269253688312900,0.025962042938152300,0.024789400714229,KLaS2,mp-15781,R-3m,-3m,trigonal
732,2.7000000000000000,32.200000000000000,14.953000000061400,0.24332361927914800,0.02040291217558070,0.024768967455952,BaS,mp-1500,Fm-3m,m-3m,cubic
99,2.233333333333330,32.76666666666670,18.093621,0.20462726675455300,0.013947128049394800,0.0247469090918756,Sr4CN4,mp-567601,Pnma,mmm,orthorhombic
377,5.11111111111111,95.40000000000000,7.933664666666670,1.3587240537453000,0.07279444033576010,0.0246610087687569,CsAgO,mp-8666,I4/mmm,4/mmm,tetragonal
549,2.566666666666670,27.41666666666670,15.803765333642800,0.19602470496804100,0.018351248975731500,0.024653010303880,Sr2BrN,mp-23056,R-3m,-3m,trigonal
749,6.766666666666660,86.55,6.004069999989770,1.6288386073056800,0.1273461341355880,0.024613845480113,Rb2PdF6,mp-14088,Fm-3m,m-3m,cubic
458,4.666666666666670,102.50000000000000,8.766406999990560,1.3211707948270300,0.0601508654555398,0.024443961395580,K2PdF6,mp-7979,P-3m1,-3m,trigonal
438,8.07777777777778,191.0500000000000,5.070494000275600,4.257488643176700,0.1800107152629890,0.0244150616591092,CsSbF6,mp-9636,R-3,-3,trigonal
127,3.544444444444440,192.2166666666670,11.593568333333300,1.8734005561530600,0.03454520520320390,0.024335187694615,KZnN,mp-1029336,Pnma,mmm,orthorhombic
506,2.4555555555555600,21.550000000000000,17.0018373333336,0.14322147664673200,0.016319642350568600,0.0239526947011835,Ba(MgAs)2,mp-8280,P-3m1,-3m,trigonal
384,0.6666666666666670,13.300000000000000,63.219099333337100,0.023771690432239100,0.0011915634301874200,0.023727006803607,TiO2,mp-390,I4_1/amd,4/mmm,tetragonal
54,1.006515667772790,7.772760703799430,41.883,0.020969797904330000,0.0027154354733216,0.0237214743769244,FeSbS,mp-27904,P2_1/c,2/m,monoclinic
617,4.188888888888890,80.75,10.088003333177200,0.9044697433141120,0.04691917347498040,0.023664424224148,K2TiF6,mp-3970,P-3m1,-3m,trigonal
334,4.311111111111110,42.36666666666670,9.880807666688670,0.48449419674201300,0.04930074700653060,0.023475688497470,Na4Br2O,mp-28599,I4/mmm,4/mmm,tetragonal
100,2.611111111111110,88.85000000000000,16.38183566657150,0.6128463395030530,0.018010240703209800,0.0233782545008528,K2ZnO2,mp-8187,Ibam,mmm,orthorhombic
624,2.4666666666666700,19.86666666666670,17.35535035360240,0.1293446139975370,0.016059566167479400,0.023359102360112,Sr2MgH6,mp-644225,P-3m1,-3m,trigonal
840,7.2333333333333300,105.10000000000000,5.928865666671820,2.0030317572291600,0.13785534136337700,0.0233179255019069,Cs2CoF6,mp-610706,Fm-3m,m-3m,cubic
91,2.400000000000000,41.60000000000000,17.930548666662700,0.26215399534822500,0.015124268962397600,0.023237809082851,Cu2PbO2,mp-29396,C2/c,2/m,monoclinic
798,7.633333333333330,111.65000000000000,5.652000000000050,2.232098232314120,0.15260501424091200,0.023178408848589,RbCl,mp-23295,Fm-3m,m-3m,cubic
725,2.933333333333330,31.7,14.772666666666700,0.24246948670663000,0.0224367138067123,0.023077017751868,MgTe2,mp-2604,Pa-3,m-3,cubic
162,4.277777777777780,64.46666666666670,10.15324833330890,0.7174422289052410,0.04760690419312610,0.023023787667966,Rb2PtSe2,mp-8622,Immm,mmm,orthorhombic
426,7.822222222222220,69.56666666666670,5.552931666666360,1.4155838344823900,0.15917122176578900,0.023022237038918,CaPdF6,mp-7922,R-3,-3,trigonal
126,3.7222222222222200,41.81666666666670,11.726000000000000,0.4029547229216510,0.03586816319350430,0.0229111987393749,BaH2,mp-23715,Pnma,mmm,orthorhombic
805,3.2333333333333300,46.85,13.510397333333300,0.39183046805540300,0.02704201736134760,0.0228918767438765,CsCdCl3,mp-568544,Pm-3m,m-3m,cubic
599,2.2111111111111100,38.06666666666670,19.769424999971800,0.21757427276848500,0.012637851804123900,0.0228768063073817,Ba(AgS)2,mp-8579,P-3m1,-3m,trigonal
822,6.866666666666670,87.80000000000000,6.375000000217730,1.5562202281511200,0.12170894722822000,0.022844089091167,K2Se,mp-8426,Fm-3m,m-3m,cubic
161,5.744444444444440,75.43333333333340,7.651666666666670,1.113945609624330,0.0848298542017646,0.022750760781227,CaBr2,mp-22888,Pnnm,mmm,orthorhombic
789,3.1333333333333300,38.1,14.12933333340440,0.3046912861475690,0.02505772606987880,0.0225876853945886,BaSe,mp-1253,Fm-3m,m-3m,cubic
159,4.133333333333330,60.73333333333330,10.712805666679500,0.6405906868855490,0.04359673170900550,0.022583764832351,K2PtSe2,mp-8621,Immm,mmm,orthorhombic
346,5.011111111111110,86.58333333333330,8.858928,1.1043579420999800,0.06391600024216770,0.0225260371254802,KLiTe,mp-4495,P4/nmm,4/mmm,tetragonal
9,6.633333333333330,208.56666666666700,6.708603000000000,3.512930335955760,0.11172656814051400,0.022471708169975,Cs2CN2,mp-1029699,P-1,-1,triclinic
702,3.4222222222222200,32.4,13.049118666672700,0.2805566446799760,0.029633555062219700,0.0223929140099007,KZnP,mp-7437,P6_3/mmc,6/mmm,hexagonal
447,9.044444444444450,75.35000000000000,4.955121999992890,1.7182471579504000,0.20624540095430700,0.022313297344701,CaPtF6,mp-8255,R-3,-3,trigonal
876,2.9666666666666700,18.400000000000000,15.231927333333300,0.13649592725195600,0.02200749551707250,0.0221297439456487,BaLiH3,mp-23818,Pm-3m,m-3m,cubic
142,1.9888888888888900,19.21666666666670,22.762000000069500,0.09539472649980100,0.009873174931173390,0.0220891528023834,Sc2S3,mp-401,Fddd,mmm,orthorhombic
472,2.144444444444440,25.433333333333300,21.164266666707900,0.13578656046885400,0.011449019733721700,0.022033423168725,LiYS2,mp-15788,R-3m,-3m,trigonal
42,20.755555555555600,1780.7333333333300,2.1886666666666700,91.93396559230830,1.0715476004045300,0.0220133436736258,BF3,mp-558149,P2_1/c,2/m,monoclinic
193,2.533333333333330,39.71666666666670,18.032343000000000,0.24887275854203000,0.015874384934279700,0.021890490997496,NaVN2,mp-1029711,Cmce,mmm,orthorhombic
856,8.033333333333340,137.15,5.691666666666210,2.722783333747150,0.15948250903707900,0.021870804298830,RbBr,mp-22867,Fm-3m,m-3m,cubic
551,2.0555555555555600,20.95,22.43000000000030,0.10553863746848200,0.010355156686114700,0.0216890988179438,Sr(CdP)2,mp-8277,P-3m1,-3m,trigonal
220,4.299805938836230,76.41969275938760,10.749457000073100,0.8032957880640390,0.04519798333964890,0.021635384510385,Rb2SiAs2,mp-6960,Ibam,mmm,orthorhombic
813,8.100000000000000,98.85000000000000,5.764541333333330,1.93762016430282,0.1587731242372570,0.021416585116594,Rb2H6Pt,mp-643101,Fm-3m,m-3m,cubic
90,5.344444444444440,79.28333333333340,8.762333333333330,1.0223953366564900,0.06891908863173900,0.021353922521800,NaHS,mp-634657,P2_1/m,2/m,monoclinic
376,2.5111111111111100,30.016666666666700,18.695462666666700,0.18141908590971900,0.015177017736663500,0.0213008950672082,NaZnP,mp-4824,P4/nmm,4/mmm,tetragonal
501,1.9444444444444400,20.700000000000000,24.170333333333800,0.09677082308259750,0.009090120257356180,0.0212775598579128,Ca(CdP)2,mp-9570,P-3m1,-3m,trigonal
234,1.3,16.850000000000000,36.20488833334190,0.05258833516430130,0.0040572602797383800,0.0212465996897542,Ba2PbO4,mp-20098,I4/mmm,4/mmm,tetragonal
459,2.9000000000000000,27.883333333333300,16.35486966666730,0.192643487714935,0.02003584391057900,0.021084092581287,Sr(MgSb)2,mp-9566,P-3m1,-3m,trigonal
548,4.08888888888889,78.2166666666667,11.655871333364700,0.7582480261225160,0.039638507509494400,0.0209821480004881,K3Cu3P2,mp-7439,R-3m,-3m,trigonal
18,1.9888888888888900,18.433333333333300,24.019317947739600,0.08671613940380460,0.00935635259390056,0.0209328714988221,Sc2S3,mp-684969,P-1,-1,triclinic
791,7.300000000000000,101.65000000000000,6.614000000018250,1.736600499876470,0.12471405459024400,0.020711566581416,Rb2S,mp-8041,Fm-3m,m-3m,cubic
398,7.933333333333330,98.10000000000000,6.089795333333330,1.820216469679690,0.14720065232204100,0.020698629965134,K2H4Pd,mp-643257,I4/mmm,4/mmm,tetragonal
439,6.4000000000000000,44.20000000000000,7.5529160000008000,0.6612479580714710,0.09574631067098230,0.0206873742538621,ZnPbF6,mp-13610,R-3,-3,trigonal
84,3.700000000000000,59.30000000000000,13.077666667072000,0.5123670102880550,0.03196893656097480,0.020666551392595,BaSe2,mp-7547,C2/c,2/m,monoclinic
533,5.088888888888890,72.21666666666670,9.511921000002330,0.8578787954152330,0.06045210990078870,0.020658976269703,Rb2HfF6,mp-13947,P-3m1,-3m,trigonal
53,2.755555555555560,26.933333333333300,17.709333333333300,0.1718480556923820,0.017581814278758500,0.020492201427107,LiP,mp-9588,P2_1/c,2/m,monoclinic
294,3.1555555555555500,57.416666666666700,15.486975000000000,0.41891711876503100,0.02302321465491410,0.0204624472145596,NaCuTe,mp-7434,P4/nmm,4/mmm,tetragonal
347,1.6666666666666700,27.36666666666670,29.33063733330860,0.10542828252442000,0.006420723661657740,0.0204564255860415,Ba(CuS)2,mp-4255,I4/mmm,4/mmm,tetragonal
483,5.7,98.93333333333330,8.619979334982200,1.2968601532388400,0.07471802095816740,0.020352554185281,K4BeAs2,mp-29584,R-3m,-3m,trigonal
513,5.733333333333330,88.18333333333330,8.597608083077300,1.1589523922771600,0.07535052408681590,0.020286875485110,K4CdP2,mp-28302,R-3m,-3m,trigonal
240,0.7832321463715780,8.086754584928080,63.08899566760310,0.014483628571806300,0.001402793095104850,0.0202374543536738,SrZrO3,mp-5076,I4/mcm,4/mmm,tetragonal
583,1.7666666666666700,42.1,28.017666666666700,0.16978794856433400,0.0071249099555896200,0.0202028863639271,ScAgSe2,mp-12908,P-3m1,-3m,trigonal
671,4.01111111111111,34.200000000000000,12.393000000000200,0.3118217364367760,0.036571685137646600,0.0201167981299421,Li3Sb,mp-7955,P6_3/mmc,6/mmm,hexagonal
564,2.866666666666670,27.450000000000000,17.50533333333360,0.17718570998862400,0.01850391142564870,0.0199274816800015,Ca(MgSb)2,mp-9565,P-3m1,-3m,trigonal
684,3.244444444444450,21.833333333333300,15.479229666685300,0.1593776542905460,0.02368360053579620,0.019911790490812,Ca2IN,mp-28553,P6_3/mmc,6/mmm,hexagonal
638,4.722222222222220,52.783333333333300,10.69300000031680,0.5577684892515820,0.04990034900156240,0.0198040499276236,LaBr3,mp-23263,P6_3/m,6/m,hexagonal
706,2.7000000000000000,26.95,18.704475333333300,0.16280583581439100,0.016310788745783200,0.0198011632922059,Ba(TaN2)2,mp-1029616,Pa-3,m-3,cubic
311,7.490130428235090,134.5585912795090,6.808357000000000,2.2331908559663900,0.1243093482420950,0.019609580341523,H4IN,mp-643062,P4/nmm,4/mmm,tetragonal
527,5.100000000000000,72.61666666666670,10.025947333394500,0.8184037674275120,0.05747797861666710,0.019557097683872,Rb2ZrF6,mp-13946,P-3m1,-3m,trigonal
740,5.0,35.4,10.33933333013650,0.38687213887775800,0.054642957468609900,0.0193436069438879,NaH,mp-23870,Fm-3m,m-3m,cubic
542,5.4000000000000000,79.31666666666670,9.613707999999380,0.9322454162923490,0.06346869402788840,0.0192626180434435,Cs2ZrF6,mp-7903,P-3m1,-3m,trigonal
561,6.033333333333330,80.9,8.634532999456240,1.058684116260690,0.07895419243641750,0.019195694354753,K4ZnP2,mp-11719,R-3m,-3m,trigonal
315,0.9777777777777780,12.533333333333300,53.4834083333355,0.026479162435710500,0.002065750260941950,0.0191223279255713,Ba2HfO4,mp-754363,I4/mmm,4/mmm,tetragonal
626,5.577777777777780,84.45,9.403871000000810,1.0147281775085100,0.06702105718166840,0.019064794543213,Cs2HfF6,mp-13948,P-3m1,-3m,trigonal
694,4.388888888888890,45.116666666666700,12.04771566666200,0.42314481665750800,0.04116296086189280,0.0189121413195628,KCuTe,mp-7436,P6_3/mmc,6/mmm,hexagonal
103,3.311111111111110,41.01666666666670,16.01566666666280,0.28938237147508200,0.023360679046342800,0.0188573744137323,Na2CuP,mp-7639,Cmcm,mmm,orthorhombic
477,3.0666666666666700,29.83333333333330,17.365737000000300,0.19411776861303200,0.019954005265250200,0.0187776053801652,Ba(MgSb)2,mp-9567,P-3m1,-3m,trigonal
812,4.3024986476995500,30.033802785679100,12.402333333333300,0.27362996470665100,0.03919891735061290,0.0187402706154665,Rb2NaTlF6,mp-989548,Fm-3m,m-3m,cubic
628,2.188888888888890,22.25,24.388333333340600,0.10308717120691200,0.01014140960187850,0.018732431840827,Ba(CdP)2,mp-8279,P-3m1,-3m,trigonal
386,7.633333333333330,107.55,6.998666667686830,1.7364082260111400,0.12324112312305900,0.018718474965679,CsN3,mp-510557,I4/mcm,4/mmm,tetragonal
579,4.466666666666670,110.80000000000000,11.982035999987500,1.044878684333160,0.04212206489189010,0.018684687394960,Rb2PtC2,mp-10919,P-3m1,-3m,trigonal
796,0.6333333333333320,51.300000000000000,84.95816800000000,0.06822899205514320,0.0008423332352486800,0.0185849978358886,CsSrF3,mp-8397,Pm-3m,m-3m,cubic
378,2.7444444444444400,40.43333333333330,19.627666666666700,0.23277031892508100,0.015799469297745300,0.0185642275173969,CaO2,mp-634859,I4/mmm,4/mmm,tetragonal
62,8.233333333333330,108.03333333333300,6.556333333333330,1.8618876875567500,0.1418964081538160,0.018525215803326,KHS,mp-634676,P2_1/m,2/m,monoclinic
773,8.000000000000000,109.75,6.794333336323120,1.8252165929518500,0.13304540085298200,0.018397684336701,Rb2Se,mp-11327,Fm-3m,m-3m,cubic
580,2.08709071083461,37.72387216367850,26.197000000000300,0.16271269325779100,0.009002155164765640,0.0182897224391369,Mg3As2,mp-7891,P-3m1,-3m,trigonal
374,5.144444444444440,70.05,10.648799999230100,0.7433001124878320,0.05458766786927850,0.018254117765205,K2MgCl4,mp-27207,I4/mmm,4/mmm,tetragonal
644,4.144444444444440,45.21666666666670,13.344655666667700,0.38286696933676300,0.03509261077837890,0.018081160675690,RbYTe2,mp-16764,P6_3/mmc,6/mmm,hexagonal
167,5.577777777777780,63.81666666666670,10.029877666664400,0.7189442410808650,0.06283799234309990,0.017874880879332,Li2MgBr4,mp-29009,Cmmm,mmm,orthorhombic
